t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,target
21,1,21,0,12,0,1,13,33,19,12,0,12,3,12,3,12,0,12,0,12,0,12,3,12,0,12,0,12,0,1,0,3,13,0,21,1,0,5,16,6,0,6,0,5,6,0,4,6,4,12
11,0,4,10,4,6,0,11,0,3,7,2,3,1,7,0,17,0,19,0,8,2,7,0,17,1,17,2,1,2,8,2,27,2,8,2,8,2,8,2,0,19,0,2,3,2,9,2,0,17,2
19,1,30,33,23,17,0,2,17,0,17,1,17,0,17,1,17,0,11,17,1,17,1,17,0,4,0,1,3,7,2,9,33,30,32,23,29,33,20,33,30,33,30,1,17,0,1,2,27,24,17
27,33,28,31,28,2,27,24,27,24,25,24,27,23,25,24,27,24,27,24,11,0,11,0,11,0,11,0,11,0,11,0,3,11,0,11,0,11,0,11,0,8,2,27,33,30,1,17,1,30,11
31,0,6,0,6,5,6,0,6,16,6,5,6,4,6,0,6,4,6,16,6,5,6,0,12,3,2,7,1,30,1,17,1,7,0,10,5,0,21,0,3,7,2,9,33,30,32,8,30,8,6
28,31,25,23,27,24,25,23,32,23,27,33,27,10,0,10,5,10,4,10,0,10,0,10,5,10,0,12,10,0,10,4,10,4,0,6,0,13,0,17,1,7,3,12,3,2,9,33,31,32,10
30,1,30,8,33,27,23,32,8,32,15,32,29,33,30,33,32,22,33,30,33,13,33,28,26,33,26,29,26,33,26,29,26,29,26,29,26,33,26,33,26,29,26,29,32,14,32,33,23,25,26
25,24,27,24,31,25,24,27,24,27,33,22,33,15,32,33,18,32,15,33,9,30,32,2,30,8,30,32,30,33,30,32,30,1,30,1,30,33,30,32,30,33,8,2,28,33,14,33,20,33,30
19,1,30,33,29,26,21,1,19,21,0,21,0,21,0,21,0,21,1,21,0,21,0,21,0,21,1,17,0,13,2,1,7,1,2,27,24,27,23,27,33,9,33,29,26,33,9,33,31,32,21
13,0,21,1,30,33,18,32,14,33,15,33,29,33,13,33,13,33,8,0,5,0,12,0,12,0,2,12,3,12,0,12,0,12,0,4,12,3,12,0,12,0,12,3,7,0,6,0,8,30,12
17,1,0,21,1,21,0,12,0,12,3,2,3,2,8,2,13,2,32,2,32,2,28,2,1,2,7,2,1,2,1,13,0,4,10,5,0,3,12,0,21,1,30,33,15,33,23,25,31,24,2
25,24,27,24,31,24,25,31,28,2,7,31,24,25,31,25,23,31,32,2,31,25,31,33,31,32,31,32,31,28,31,0,17,0,5,16,6,16,6,5,0,3,13,3,13,2,32,8,33,19,31
29,32,33,30,8,0,8,2,27,33,18,32,31,24,11,0,11,0,7,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,21,0,11,0,5,6,16,6,16,6,0,6,0,6,4,11
11,0,6,16,5,5,10,5,10,5,6,5,0,5,10,5,16,5,10,5,6,5,6,5,10,4,6,16,6,5,0,11,0,17,1,19,0,4,10,5,0,1,2,7,3,13,1,2,9,33,5
28,31,33,32,31,0,8,29,26,29,23,29,33,22,29,33,29,32,29,33,29,26,29,26,29,26,29,33,18,32,23,25,23,32,30,32,22,33,18,32,22,33,29,33,27,33,28,33,31,28,29
19,1,2,1,30,32,22,33,9,33,27,33,13,0,3,13,0,7,1,0,11,0,5,0,17,1,21,1,28,33,28,33,28,2,28,2,28,33,29,28,2,28,33,28,31,28,33,28,31,0,28
33,9,33,8,32,30,8,33,13,33,9,2,1,17,0,7,3,13,0,13,2,8,33,18,32,23,33,9,30,1,30,33,30,33,30,8,30,1,13,30,33,8,30,33,30,32,30,1,19,33,30
20,33,18,32,2,9,33,26,29,33,31,33,8,0,6,4,10,4,10,0,5,16,5,6,5,16,5,16,28,33,28,31,28,33,28,33,28,33,28,31,28,33,28,2,28,2,28,33,30,8,28
3,0,4,10,4,0,19,1,7,0,17,0,7,0,1,2,9,2,28,31,24,31,0,5,6,16,6,30,33,30,8,30,32,30,1,30,33,30,1,30,33,30,33,30,1,30,1,13,1,7,30
29,26,29,33,26,33,32,31,28,2,7,2,32,33,19,33,9,33,22,33,20,32,30,32,31,0,12,3,12,3,12,3,12,3,12,3,12,3,12,3,12,3,12,0,12,0,10,5,10,0,12
1,3,2,32,29,33,18,32,22,33,9,2,28,31,32,22,5,0,5,16,5,6,5,10,5,10,5,10,5,16,5,10,5,16,5,6,4,6,4,10,4,0,3,2,0,19,0,12,3,1,5
10,5,16,6,0,12,0,31,25,24,31,33,29,32,33,32,15,32,23,29,23,16,5,16,5,16,6,5,16,6,16,6,16,5,16,5,16,6,16,5,16,6,0,4,0,10,5,10,4,6,16
25,31,33,19,0,17,0,3,7,2,3,12,3,13,3,1,32,23,32,15,32,20,32,23,32,23,32,8,32,15,32,31,32,22,32,22,33,31,32,23,27,23,32,20,32,14,33,18,32,20,32
28,33,27,23,7,0,7,3,7,1,7,2,7,1,7,2,7,3,7,2,7,3,7,0,11,0,6,4,6,5,16,6,16,6,5,16,5,16,5,0,11,0,19,33,28,31,24,25,31,25,7
2,8,32,23,29,23,32,8,32,33,15,15,33,15,33,15,33,15,32,15,33,15,32,15,32,15,33,15,32,15,32,15,33,18,32,8,32,14,33,22,33,13,1,21,0,8,32,20,32,15,15
7,2,0,17,0,11,0,17,0,6,0,6,0,8,0,12,3,0,12,0,11,0,8,33,31,32,2,8,2,9,33,31,33,30,32,30,33,13,2,13,1,30,32,23,33,28,31,25,23,25,0
20,32,20,32,33,30,33,32,33,30,1,30,8,30,32,22,32,2,14,33,14,32,14,33,14,32,14,32,14,32,14,33,14,32,14,33,27,33,32,31,25,23,32,31,25,23,32,29,26,33,14
15,32,20,33,22,33,18,33,14,33,26,29,23,33,9,2,7,0,7,0,21,0,31,0,5,0,2,12,0,12,3,12,0,12,0,12,3,12,3,12,3,12,3,13,12,3,12,0,7,3,12
26,33,22,33,32,20,33,22,33,13,2,0,12,3,1,21,6,16,6,6,4,6,5,16,6,0,6,5,6,5,10,6,0,6,4,10,4,0,3,1,0,12,0,11,0,3,0,5,0,11,6
21,0,21,0,6,5,16,5,0,19,0,0,5,0,11,0,2,0,10,0,8,0,3,0,17,0,19,0,10,0,12,0,11,0,7,1,19,33,29,23,33,23,32,15,33,19,0,2,28,2,0
6,5,16,6,5,0,31,28,31,33,26,33,19,33,32,2,3,0,31,24,31,25,24,31,24,27,24,31,28,33,9,19,1,19,1,19,33,19,0,19,33,18,19,1,19,1,19,33,19,0,19
33,22,32,14,2,13,2,27,2,9,2,32,2,27,2,0,2,1,2,27,2,8,2,13,1,21,0,4,6,4,6,5,16,6,4,6,5,10,5,16,5,6,5,0,4,0,13,0,4,10,2
5,16,5,10,4,6,16,6,5,16,5,6,4,0,1,7,3,7,0,7,0,7,1,7,0,7,0,7,1,7,2,7,1,7,1,3,7,3,12,0,10,5,16,6,0,7,1,17,0,5,7
4,0,12,6,16,6,16,6,4,6,5,6,4,6,5,6,4,6,16,6,0,6,5,10,5,6,4,6,5,0,10,4,0,1,0,12,3,7,0,3,1,7,0,13,3,1,21,1,0,17,6
22,32,18,33,22,32,33,9,2,1,17,1,13,0,17,1,3,1,13,2,27,24,25,31,32,8,32,22,32,22,32,22,32,29,32,2,1,32,14,32,29,32,23,32,30,1,13,2,7,2,32
4,0,6,0,5,16,5,16,26,33,26,33,26,33,26,33,26,33,26,33,26,33,26,33,14,26,29,26,33,20,32,15,33,18,32,22,32,2,13,33,9,33,29,26,29,32,14,33,27,33,26
20,33,27,2,8,30,8,2,1,13,2,9,33,20,33,32,29,23,29,23,33,20,32,18,33,28,20,32,20,33,20,32,20,32,20,33,20,32,20,33,20,33,28,2,20,33,23,27,33,14,20
7,0,14,32,14,33,14,33,14,32,18,14,33,14,33,14,33,14,33,14,33,31,28,31,33,15,32,31,0,12,0,5,0,31,32,15,32,20,32,18,32,8,0,7,2,7,2,7,1,3,14
12,0,12,3,13,33,27,33,19,1,0,21,0,17,1,30,32,2,8,33,8,32,8,33,8,2,8,0,8,30,8,32,8,30,8,32,8,30,1,2,32,33,29,26,29,26,29,33,28,33,8
28,31,32,31,32,23,29,33,20,32,2,1,0,1,21,1,15,32,22,15,32,22,15,33,15,32,15,33,15,32,15,33,15,33,15,33,22,33,23,33,28,2,27,23,27,23,27,23,33,15,15
25,23,32,20,32,22,32,15,33,17,0,17,1,17,0,17,1,17,1,17,1,17,0,2,17,1,17,1,17,1,13,33,13,33,30,32,33,23,32,31,0,17,0,5,6,0,21,0,2,27,17
17,1,3,13,33,27,24,27,24,25,23,29,33,19,33,19,0,8,2,9,2,13,2,8,33,8,5,10,5,6,5,0,5,16,5,6,5,16,5,0,5,0,5,6,5,6,0,5,0,5,5
3,1,3,1,7,2,13,0,13,2,13,1,0,13,2,13,2,13,0,13,2,13,3,13,0,13,2,13,3,0,31,24,25,31,25,23,27,2,3,1,19,1,2,28,2,8,30,8,30,8,13
23,33,9,33,30,33,26,33,15,33,20,33,23,32,15,33,30,8,32,15,33,29,33,22,33,32,14,32,14,32,14,33,14,33,14,33,14,32,14,33,14,33,14,32,14,33,8,30,33,31,14
25,24,18,33,18,32,18,33,18,33,22,18,32,22,18,32,18,32,18,18,32,29,32,14,33,22,32,18,33,22,32,29,23,29,32,23,33,29,33,9,33,15,32,33,28,33,22,33,8,0,18
33,19,33,13,33,26,29,26,29,0,13,0,8,0,7,0,1,0,17,0,19,0,10,0,2,0,21,0,2,27,24,31,28,33,19,1,19,1,3,1,21,1,17,1,21,1,17,0,3,2,0
32,15,32,14,33,13,2,1,17,0,19,0,6,4,0,4,0,1,27,2,27,23,27,33,27,23,27,23,27,2,32,27,33,27,23,27,23,27,24,27,23,32,15,32,22,33,30,33,28,33,27
21,1,13,1,2,7,1,2,13,3,31,0,31,28,31,24,31,24,31,28,31,28,31,28,31,24,31,28,31,33,31,28,33,27,33,23,27,2,9,2,3,2,1,7,3,0,12,0,6,16,31
2,1,3,7,3,2,7,2,3,12,7,2,7,0,7,2,7,0,7,0,7,0,7,3,2,27,2,7,1,19,33,31,25,31,24,31,33,26,29,32,20,33,14,33,20,32,22,32,2,32,7
8,2,28,2,21,1,21,1,30,21,0,21,0,21,1,21,1,21,1,21,1,21,1,21,0,5,0,2,0,19,1,0,4,0,12,0,17,1,19,0,8,30,33,31,32,30,1,13,2,28,21
5,6,5,10,4,0,6,0,19,0,17,1,17,0,10,21,0,21,0,21,1,21,0,21,1,21,1,21,1,21,1,21,1,21,1,3,7,2,1,30,8,33,30,33,31,25,31,33,15,32,21
4,6,0,21,0,1,0,19,33,14,33,31,33,20,32,33,28,31,24,27,2,9,2,3,7,3,0,3,7,3,2,13,2,0,2,32,2,0,2,3,2,3,2,27,2,3,2,13,2,0,2
23,27,2,27,33,13,3,0,7,2,1,30,25,23,25,23,25,24,27,23,25,23,27,2,25,24,25,23,25,25,24,25,31,0,19,0,7,2,13,3,13,1,30,8,0,3,12,3,13,1,25
19,33,15,32,15,32,15,33,15,33,15,32,30,15,32,15,33,15,33,15,32,15,33,9,2,7,0,1,3,0,17,0,12,0,8,32,15,32,15,33,28,33,31,32,33,27,2,13,2,8,15
24,31,24,31,33,32,22,32,20,32,2,13,1,0,13,0,19,0,7,2,23,29,33,23,33,23,32,23,32,23,27,33,23,32,23,25,23,32,23,33,28,33,29,32,31,24,25,23,27,23,23
2,27,23,29,23,27,2,7,3,13,33,27,2,3,12,3,0,19,1,2,32,30,32,6,5,6,0,6,5,6,4,6,4,6,5,6,0,6,16,6,4,6,4,6,4,0,8,32,18,32,6
22,32,29,23,25,24,31,32,8,32,31,28,2,7,3,13,2,3,1,21,0,12,6,0,6,4,6,5,6,0,6,4,6,0,6,16,6,0,6,5,6,0,1,3,13,1,0,2,1,30,6
30,8,30,32,33,15,33,23,25,23,32,29,23,33,31,25,31,24,31,28,31,31,33,31,33,31,33,31,25,31,25,31,24,31,25,24,25,24,25,24,25,23,32,2,27,2,27,2,27,33,31
11,0,13,1,7,0,5,10,4,6,5,0,13,0,6,4,28,31,28,31,28,2,28,33,28,33,8,28,2,28,31,28,33,28,31,24,25,31,33,13,2,9,33,29,32,23,33,22,32,23,28
17,1,21,1,13,1,13,2,9,2,3,2,33,31,33,23,29,33,19,33,31,33,20,32,33,30,8,33,30,33,19,33,15,32,15,32,18,33,26,33,31,0,10,5,0,12,0,21,1,19,33
9,2,3,7,1,2,28,33,18,32,12,3,12,3,12,3,12,0,12,3,12,0,12,3,12,0,5,12,0,12,3,2,28,33,8,0,11,0,2,3,13,3,13,2,3,1,2,3,0,1,12
33,14,33,13,2,13,33,29,26,33,29,33,30,8,0,6,0,6,4,6,16,5,10,5,6,5,16,5,16,5,0,5,16,5,16,5,0,5,16,5,10,5,6,5,0,5,10,4,6,16,5
14,33,29,26,29,32,22,32,29,23,33,22,32,2,28,17,0,17,1,17,1,17,0,17,0,17,1,17,0,17,1,17,1,17,1,2,7,2,7,0,2,27,2,27,23,25,31,0,13,0,17
8,33,8,32,15,32,22,33,19,0,10,5,6,5,6,0,10,0,13,3,2,3,13,1,17,0,3,2,3,7,3,12,3,1,0,3,12,3,12,3,0,3,0,3,0,3,12,3,12,0,3
1,2,7,1,19,33,19,0,21,0,31,33,31,32,8,32,23,25,23,32,8,0,18,33,18,32,18,32,18,33,18,33,18,32,18,33,18,33,18,33,18,32,33,19,33,20,33,30,33,26,18
9,2,1,19,33,27,24,25,23,27,2,3,0,19,33,28,31,24,27,33,22,10,4,10,5,10,5,10,5,10,4,10,0,10,0,10,5,10,5,10,4,0,2,9,33,29,26,33,18,32,10
6,0,8,2,27,24,31,25,23,25,23,10,4,10,0,10,5,10,4,10,0,10,4,10,5,10,4,10,4,10,5,10,4,6,4,10,0,1,13,1,21,0,5,6,4,6,16,5,6,5,10
1,2,3,1,30,33,13,3,7,0,12,3,0,13,6,4,6,0,6,5,6,4,6,16,6,0,12,6,16,6,0,6,4,6,0,7,0,1,21,1,7,1,0,13,2,27,33,15,33,27,6
28,33,9,33,15,32,29,32,30,33,28,15,33,15,32,15,33,15,32,15,33,15,32,15,32,15,32,15,32,15,33,29,33,14,32,15,32,23,25,23,25,24,31,0,3,13,0,3,13,1,15
2,13,0,17,1,13,0,4,0,11,0,21,0,6,0,1,7,1,2,9,2,9,33,30,16,6,16,6,5,16,16,5,16,5,16,6,16,6,16,6,16,16,5,16,5,0,31,24,25,31,16
21,0,5,16,5,0,1,21,1,17,0,19,0,10,0,2,32,2,7,2,27,33,4,10,4,10,4,10,4,6,4,10,4,10,4,10,4,6,4,10,4,0,6,5,0,19,33,15,32,18,4
20,33,14,33,8,2,31,32,31,0,31,32,31,25,31,0,31,25,31,32,31,33,31,28,31,0,8,0,1,13,0,17,1,7,3,2,0,12,0,17,1,13,1,2,27,2,3,7,3,2,31
24,27,33,19,1,3,33,18,33,32,33,22,33,30,33,26,33,15,33,22,33,9,33,8,33,18,32,20,33,31,28,2,0,31,0,7,1,17,0,2,28,33,31,0,6,4,0,10,5,10,33
32,14,32,33,15,32,2,32,14,32,14,32,29,32,29,32,8,32,18,32,14,32,15,32,2,27,23,27,2,1,19,1,17,1,19,1,30,32,29,26,29,23,33,29,23,33,29,26,29,32,32
13,33,32,14,33,13,2,27,33,31,32,23,27,33,19,1,19,1,19,1,19,0,19,0,5,19,0,19,33,19,33,19,0,19,1,0,17,0,6,4,0,11,0,17,0,21,1,30,33,18,19
27,24,21,0,21,0,21,0,21,0,21,0,21,1,21,1,21,1,21,0,21,1,21,1,21,1,21,1,0,2,27,24,27,33,13,2,8,30,33,30,1,19,0,5,16,6,16,5,16,5,21
32,33,9,33,19,1,19,0,10,4,6,5,0,4,0,33,9,33,27,33,27,33,23,33,14,33,13,33,32,33,20,33,33,20,33,20,33,13,1,30,33,19,1,0,3,0,5,10,4,6,33
15,32,30,33,26,33,19,33,18,32,31,33,27,2,27,2,0,12,0,23,29,23,27,23,29,23,32,23,32,23,27,23,32,23,33,23,33,23,27,23,25,24,31,25,24,27,33,18,32,23,23
27,24,27,24,31,32,33,15,32,33,8,33,31,24,31,32,23,33,30,12,0,3,12,0,12,0,12,0,12,3,12,0,12,3,12,3,12,3,12,3,12,0,17,1,21,0,12,0,7,3,12
8,2,28,33,15,33,14,32,2,13,33,26,33,28,2,7,2,13,3,27,2,27,33,32,27,33,27,24,27,24,25,27,33,27,24,27,2,27,2,3,12,3,7,0,4,6,16,6,5,0,27
28,31,25,24,27,24,31,32,18,33,18,33,28,2,32,22,33,31,26,33,15,26,29,26,33,26,33,26,29,26,29,26,33,26,29,26,33,26,33,9,33,9,2,8,0,10,5,16,5,10,26
18,33,23,27,2,3,7,3,2,13,2,0,31,24,31,24,27,33,30,32,8,32,33,15,32,31,32,18,23,33,23,32,23,33,23,29,23,29,23,33,23,32,23,27,23,32,23,32,18,33,23
20,33,15,32,8,2,28,31,24,18,33,18,32,18,32,18,32,18,32,18,33,18,32,18,32,18,33,18,32,2,8,32,30,32,14,32,30,33,31,32,15,33,9,2,9,33,8,33,23,32,18
20,33,30,32,8,30,1,3,0,8,32,18,25,31,25,31,25,31,25,31,32,22,25,31,25,24,25,31,25,31,25,23,25,24,25,23,33,29,32,33,28,2,0,17,0,10,4,6,5,6,25
5,0,3,2,7,3,2,8,30,33,32,33,32,20,32,20,33,9,2,28,19,1,19,1,19,0,19,0,19,1,19,33,19,1,19,1,19,1,19,33,13,33,19,0,21,0,31,25,23,33,19
5,16,6,4,10,0,7,1,21,0,12,0,21,0,4,0,1,17,0,12,0,8,32,8,33,23,4,0,4,6,4,10,4,0,4,6,4,0,4,6,4,10,4,0,4,10,5,10,5,0,4
16,6,4,0,5,0,19,0,8,0,19,1,21,0,12,3,12,3,0,13,1,25,31,25,23,25,31,25,31,25,31,25,24,25,31,25,23,25,24,25,23,25,31,28,2,27,33,31,24,25,25
5,6,16,5,6,4,6,5,0,31,28,33,14,33,15,32,31,25,31,0,13,3,13,33,9,2,8,30,33,19,29,26,29,32,29,33,29,26,29,32,29,32,29,26,29,32,29,23,29,32,29
31,33,8,33,28,2,3,7,1,30,32,30,8,33,28,0,4,0,11,0,6,0,11,0,4,0,19,0,13,0,6,0,10,0,3,2,0,21,0,31,25,23,29,23,25,24,27,33,27,24,0
32,31,24,27,2,7,2,28,31,0,10,0,10,4,10,4,10,4,10,0,10,4,10,0,10,0,10,5,10,0,4,6,0,8,0,10,5,10,4,6,5,6,5,16,5,16,6,5,0,12,10
17,1,0,3,12,3,12,3,2,8,33,14,33,13,0,8,33,18,32,25,31,25,24,25,31,25,23,25,31,25,23,25,24,25,23,32,25,31,25,24,27,23,33,22,32,8,33,32,20,32,25
19,1,3,12,0,17,0,1,21,1,0,12,0,7,1,30,33,19,33,20,33,30,8,30,8,32,29,32,23,33,23,32,23,29,23,25,23,33,23,29,23,25,31,23,27,23,27,23,32,14,23
2,1,17,1,19,33,22,32,15,32,20,33,22,33,8,30,32,23,25,24,27,2,1,2,3,2,0,2,13,2,7,2,9,2,0,2,27,2,8,2,3,2,13,2,1,2,27,24,31,28,2
20,33,20,32,30,32,14,32,23,29,33,14,33,23,33,26,29,26,33,9,33,19,1,0,31,32,22,33,20,33,29,33,27,33,9,33,27,33,22,33,26,29,33,28,33,8,33,28,31,28,33
4,0,2,1,13,3,13,2,32,8,32,31,28,33,22,32,31,17,0,17,0,17,1,19,17,0,17,0,17,0,17,1,17,0,17,1,17,1,2,27,24,27,23,29,23,25,31,0,31,0,17
29,32,33,30,1,2,27,33,18,33,8,2,7,0,10,4,6,4,0,6,16,5,16,6,16,6,16,5,16,6,16,6,16,5,16,6,16,5,16,6,16,5,16,5,10,5,6,5,6,5,16
15,32,15,33,9,2,1,30,32,29,23,25,24,25,24,25,24,31,32,7,1,7,0,7,2,7,2,7,2,7,1,7,3,7,3,7,2,7,2,1,3,0,3,7,0,4,6,16,6,16,7
21,0,17,1,7,1,21,1,30,8,33,31,33,14,32,30,32,18,1,30,1,1,17,1,19,1,19,1,13,1,7,1,2,1,17,1,13,1,30,33,13,33,19,1,13,1,21,1,30,32,1
14,33,18,33,29,29,26,33,29,26,29,32,29,33,29,32,29,33,29,26,29,26,29,23,29,33,9,33,27,24,27,33,32,22,33,13,33,8,32,8,33,14,33,8,0,1,13,2,9,2,29
32,30,1,0,6,0,6,4,10,0,5,10,4,0,21,0,7,1,21,7,1,7,1,7,2,7,1,7,1,7,3,7,0,7,3,7,3,1,21,1,2,13,3,13,3,0,7,1,19,0,7
4,0,11,0,3,2,28,2,13,2,9,33,26,33,20,33,19,1,19,33,28,31,28,33,32,27,24,27,33,27,24,27,2,27,23,27,33,27,23,27,24,27,33,27,33,18,33,28,2,0,27
27,2,27,33,8,33,8,2,27,2,13,3,2,0,8,33,13,2,13,0,13,3,13,9,33,9,33,9,2,9,2,9,2,9,33,9,2,32,9,2,9,33,9,33,22,32,22,32,23,25,9
26,29,23,32,18,32,8,30,33,22,32,20,32,31,24,27,2,3,0,1,0,7,0,17,0,10,0,1,0,6,0,4,0,12,0,31,0,12,3,0,6,4,6,5,0,19,33,8,0,19,0
14,33,14,33,15,33,22,32,31,0,7,3,0,5,16,10,4,10,4,10,5,10,5,10,0,10,0,6,10,5,10,4,10,4,10,5,16,5,6,0,6,4,6,4,6,5,16,5,16,5,10
26,29,32,30,33,22,33,28,31,32,18,33,20,32,15,32,15,32,17,0,17,0,17,1,17,0,17,1,17,1,17,1,17,1,17,1,17,0,17,1,17,0,12,3,12,3,0,6,5,0,17
23,29,32,33,20,33,28,2,32,29,23,25,31,29,33,29,33,29,26,33,29,32,29,23,29,33,29,26,33,29,33,29,23,25,31,28,2,0,5,6,0,31,32,8,32,23,32,23,25,23,29
9,2,28,31,33,32,8,33,15,33,28,2,27,24,25,23,32,29,33,8,2,32,30,13,3,13,3,13,1,13,33,13,2,13,0,13,3,13,0,13,3,13,13,1,17,1,3,0,11,0,13
33,20,32,22,32,20,33,23,27,23,33,32,18,33,32,1,2,1,21,1,17,1,7,1,7,1,21,1,7,1,30,1,0,1,13,0,8,0,21,0,8,0,11,0,4,6,5,0,8,2,1
18,33,32,8,32,33,22,32,29,26,33,20,33,8,15,32,15,32,15,32,15,33,15,32,15,32,15,33,15,32,15,32,15,32,8,30,33,30,1,2,27,2,0,11,0,2,3,12,3,1,15
14,32,30,8,0,8,30,33,30,32,30,8,9,2,9,33,9,2,7,9,33,9,33,9,2,9,2,9,33,9,33,9,33,28,33,29,32,23,27,24,31,28,31,25,23,25,23,27,24,31,9
1,7,31,33,31,24,31,24,31,33,31,28,31,0,31,33,31,33,31,24,31,24,27,24,31,24,25,24,27,24,25,31,28,2,27,23,25,23,27,2,1,30,33,29,23,25,31,32,30,1,31
26,33,8,32,30,33,27,23,32,30,32,23,25,23,25,23,29,33,29,33,32,23,32,23,27,33,26,5,10,5,10,5,10,5,0,5,0,5,6,5,0,5,10,5,10,5,16,5,10,0,5
30,32,33,8,0,11,8,33,8,0,8,0,12,8,30,8,33,19,8,30,8,32,8,0,8,2,32,33,20,32,14,33,26,33,18,33,30,32,2,3,2,32,31,32,22,33,22,32,2,3,8
26,29,23,27,2,13,1,7,2,0,8,32,1,17,1,30,1,17,1,0,7,1,2,1,3,1,0,4,1,21,1,17,1,19,33,30,1,19,33,31,0,2,7,2,9,33,29,32,23,33,1
20,32,30,1,17,1,9,33,9,2,7,9,33,9,2,9,2,9,2,27,9,33,9,33,9,2,3,12,0,12,0,19,1,2,32,30,33,20,32,18,33,27,33,27,24,31,32,30,1,0,9
27,33,8,30,1,0,7,3,1,2,16,6,16,6,16,6,16,5,16,6,16,6,16,6,16,16,6,16,5,10,5,6,0,2,3,1,17,1,0,31,33,27,24,31,25,31,28,33,14,33,16
19,33,14,32,8,0,1,21,0,5,0,8,0,7,0,5,0,13,0,21,0,13,0,3,0,4,0,21,0,4,10,0,17,1,21,1,21,0,10,4,10,0,11,0,6,0,21,0,21,1,0
4,0,3,2,27,2,7,1,2,3,2,8,0,1,7,2,28,2,3,13,2,0,5,16,5,10,4,10,5,6,26,29,26,29,26,33,26,33,26,33,26,29,26,29,32,26,33,26,29,26,26
1,13,33,32,31,24,31,28,31,32,18,32,31,33,8,2,28,2,28,2,32,22,13,0,13,0,13,0,13,2,13,3,13,3,13,33,22,13,1,13,0,4,10,0,5,16,5,6,16,5,13
6,16,12,0,12,3,12,3,12,12,3,12,0,12,0,12,3,12,0,2,12,0,11,0,6,4,0,3,7,3,7,3,1,21,1,17,0,5,16,6,4,10,5,10,0,17,1,19,33,28,12
24,31,28,33,32,33,19,33,9,2,3,12,3,12,3,1,30,32,14,29,26,29,26,29,32,29,32,29,29,23,29,23,29,23,29,32,29,33,20,33,31,0,1,30,33,8,2,27,2,7,29
0,3,13,33,14,33,26,33,32,29,23,27,23,25,23,25,23,27,23,27,33,19,1,30,33,30,1,30,32,30,33,30,33,30,1,30,1,30,1,30,1,30,8,0,13,3,7,2,0,13,30
22,32,15,32,23,33,26,29,23,33,9,33,29,33,4,10,4,10,4,0,4,10,4,10,4,4,10,4,0,4,10,4,6,4,10,0,8,32,29,33,13,33,19,1,21,1,2,27,2,9,4
0,10,4,0,17,0,12,3,13,33,0,7,0,7,0,3,0,11,0,11,0,0,5,0,7,0,13,0,12,0,21,1,3,0,7,2,9,2,8,2,13,1,7,2,7,2,8,30,33,26,0
12,3,1,2,1,21,1,3,0,7,3,1,30,33,32,22,32,30,33,30,32,30,8,30,8,30,1,21,30,33,30,33,30,8,30,8,30,33,13,1,13,33,19,33,32,30,32,30,8,2,30
5,16,5,0,1,2,9,33,27,23,29,32,8,30,32,20,33,27,23,29,26,33,32,18,33,29,23,1,30,1,19,1,2,1,13,1,19,1,2,1,7,1,7,1,21,1,21,0,19,1,1
7,1,30,33,14,33,9,33,27,23,27,33,19,0,6,0,6,0,5,9,33,9,2,9,33,9,33,9,33,9,33,9,33,9,2,9,2,7,0,7,2,13,1,13,1,30,1,30,8,0,9
33,32,31,25,24,27,23,29,26,33,18,32,31,32,14,32,22,32,22,33,22,33,22,32,22,33,22,32,22,33,22,32,22,32,22,32,33,32,2,13,33,22,32,15,32,33,18,32,23,33,22
1,7,0,8,2,15,32,15,32,15,33,15,32,15,33,15,33,15,33,15,32,15,32,15,33,18,33,13,0,2,27,23,32,20,32,30,32,15,33,20,33,26,29,26,33,30,1,7,3,7,15
30,33,14,33,31,0,6,4,11,0,13,11,0,11,0,11,0,11,0,8,11,0,11,0,11,0,11,0,31,28,31,0,4,10,0,21,0,31,25,31,24,25,24,25,31,32,29,33,9,33,11
27,33,9,2,13,0,2,0,12,0,10,5,6,4,10,0,31,0,6,16,5,0,10,4,0,29,32,29,23,29,23,29,26,29,26,29,23,29,26,29,32,29,23,29,23,33,14,32,30,32,29
21,1,7,2,32,15,32,20,32,14,32,15,32,15,32,23,24,27,24,27,24,25,24,27,24,31,24,31,24,27,24,31,24,27,24,27,23,29,32,33,9,2,27,33,15,33,18,33,13,3,24
14,32,31,33,23,25,24,27,2,27,23,29,32,15,32,30,33,32,15,33,15,32,15,33,15,33,15,32,15,32,15,33,15,32,15,32,15,33,13,1,21,0,12,3,2,13,33,28,2,0,15
3,1,2,28,33,29,26,29,26,29,33,29,26,29,23,29,32,29,26,29,32,23,29,26,29,26,29,26,33,32,30,1,30,32,14,33,22,33,32,15,33,28,33,32,2,1,19,0,31,24,29
33,9,2,24,25,24,24,27,24,25,24,25,24,31,24,25,24,31,24,27,24,27,24,25,23,33,29,26,33,8,0,21,0,19,33,32,20,33,28,31,25,23,33,18,32,14,33,18,32,22,24
